,Request,Appointment,CarType
5176,2022-10-18 07:36,2022-11-01 07:26,full-size
5177,2022-09-15 07:56,2022-11-12 09:41,medium
5178,2022-11-17 09:47,2022-11-24 18:07,class 1 truck
5179,2022-09-01 12:18,2022-10-11 12:42,class 1 truck
5180,2022-10-09 15:03,2022-10-24 13:48,medium
5181,2022-10-08 07:30,2022-10-30 08:30,full-size
5182,2022-11-10 10:00,2022-11-10 10:00,class 1 truck
5183,2022-10-28 14:56,2022-10-30 07:17,class 1 truck
5184,2022-09-03 07:40,2022-11-11 17:28,full-size
5185,2022-11-02 07:38,2022-11-20 11:49,full-size
5186,2022-09-30 07:56,2022-10-27 07:48,class 2 truck
5187,2022-09-25 13:50,2022-10-18 12:56,class 2 truck
5188,2022-10-14 07:29,2022-10-14 07:29,compact
5189,2022-09-19 07:16,2022-11-18 08:19,compact
5190,2022-10-08 07:58,2022-10-15 16:49,full-size
5191,2022-11-26 18:00,2022-11-27 18:22,full-size
5192,2022-11-10 18:30,2022-11-10 18:30,full-size
5193,2022-10-10 07:39,2022-10-28 08:36,class 2 truck
5194,2022-09-14 07:15,2022-11-16 12:03,class 2 truck
5195,2022-10-04 17:13,2022-10-04 17:13,class 1 truck
5196,2022-11-24 07:49,2022-11-26 07:41,class 2 truck
5197,2022-10-22 07:03,2022-11-08 12:52,class 2 truck
5198,2022-09-08 18:10,2022-10-05 18:12,full-size
5199,2022-09-10 16:41,2022-11-18 18:30,full-size
5200,2022-09-06 07:06,2022-10-12 18:30,class 1 truck
5201,2022-09-28 07:00,2022-11-27 09:00,compact
5202,2022-09-05 11:53,2022-11-17 14:35,class 1 truck
5203,2022-11-07 14:19,2022-11-11 18:30,class 2 truck
5204,2022-09-15 07:49,2022-10-28 15:55,full-size
5205,2022-10-21 18:30,2022-10-21 18:30,class 1 truck
5206,2022-10-29 18:04,2022-11-07 07:14,class 1 truck
5207,2022-10-26 18:23,2022-11-30 10:29,medium
5208,2022-09-29 07:16,2022-11-13 13:18,compact
5209,2022-11-09 08:34,2022-11-09 08:34,full-size
5210,2022-11-18 15:36,2022-11-20 12:02,compact
5211,2022-10-26 18:19,2022-11-21 07:23,full-size
5212,2022-11-12 16:17,2022-11-16 07:47,class 2 truck
5213,2022-11-10 07:50,2022-11-20 16:43,compact
5214,2022-11-24 10:01,2022-11-27 18:12,medium
5215,2022-11-11 18:30,2022-11-18 07:47,full-size
5216,2022-11-11 08:18,2022-11-13 07:52,medium
5217,2022-11-08 18:30,2022-11-11 15:54,full-size
5218,2022-11-08 10:40,2022-11-08 10:40,compact
5219,2022-09-13 07:59,2022-11-02 07:57,class 1 truck
5220,2022-10-05 13:22,2022-11-25 07:53,compact
5221,2022-11-24 12:49,2022-11-30 07:08,class 2 truck
5222,2022-11-16 13:50,2022-11-24 07:04,medium
5223,2022-10-15 07:14,2022-11-08 18:30,compact
5224,2022-10-24 18:10,2022-11-25 07:11,full-size
5225,2022-10-07 18:30,2022-10-23 17:35,full-size
5226,2022-10-20 07:33,2022-10-23 17:52,class 2 truck
5227,2022-10-02 18:02,2022-10-02 18:02,class 2 truck
5228,2022-11-21 07:04,2022-11-30 10:49,compact
5229,2022-11-25 15:41,2022-11-30 07:29,medium
5230,2022-11-18 14:13,2022-11-18 14:13,class 2 truck
5231,2022-11-11 07:37,2022-11-21 17:45,class 1 truck
5232,2022-09-14 07:05,2022-11-24 18:30,compact
5233,2022-11-24 18:30,2022-11-24 18:30,class 2 truck
5234,2022-10-04 07:36,2022-11-14 13:57,full-size
5235,2022-10-02 07:11,2022-10-02 07:11,medium
5236,2022-10-28 18:20,2022-11-06 14:05,medium
5237,2022-11-13 16:19,2022-11-20 17:03,compact
5238,2022-11-20 07:35,2022-11-24 11:15,compact
5239,2022-11-14 18:27,2022-11-16 18:30,medium
5240,2022-11-03 18:30,2022-11-03 18:30,medium
5241,2022-09-10 07:32,2022-10-27 07:39,class 2 truck
5242,2022-11-20 08:25,2022-11-20 08:25,class 1 truck
5243,2022-09-29 07:01,2022-11-29 07:54,full-size
5244,2022-09-07 07:55,2022-10-25 17:36,full-size
5245,2022-09-09 07:39,2022-11-25 18:07,full-size
5246,2022-10-13 08:19,2022-10-14 07:38,full-size
5247,2022-09-14 07:48,2022-11-30 07:21,medium
5248,2022-11-13 07:20,2022-11-30 12:14,full-size
5249,2022-10-22 16:29,2022-11-10 07:14,class 2 truck
5250,2022-11-23 07:58,2022-11-23 07:58,full-size
5251,2022-11-25 10:37,2022-11-29 07:29,medium
5252,2022-10-28 18:30,2022-10-28 18:30,class 1 truck
5253,2022-09-19 07:31,2022-10-04 08:41,medium
5254,2022-11-10 17:30,2022-11-23 14:28,class 1 truck
5255,2022-11-11 18:30,2022-11-11 18:30,medium
5256,2022-11-30 10:48,2022-11-30 12:52,class 1 truck
5257,2022-09-04 08:49,2022-11-10 07:21,class 1 truck
5258,2022-11-14 11:21,2022-11-14 11:21,full-size
5259,2022-10-21 18:22,2022-11-04 07:31,full-size
5260,2022-09-17 08:51,2022-10-02 10:09,compact
5261,2022-09-09 10:11,2022-10-16 18:05,compact
5262,2022-09-10 11:15,2022-10-19 10:32,medium
5263,2022-10-20 07:41,2022-11-10 18:15,class 2 truck
5264,2022-10-25 11:16,2022-11-23 07:02,class 1 truck
5265,2022-09-23 12:18,2022-11-10 18:16,full-size
5266,2022-09-06 18:30,2022-11-20 07:24,class 1 truck
5267,2022-09-07 18:30,2022-10-17 18:11,medium
5268,2022-11-17 07:16,2022-11-25 07:14,class 1 truck
5269,2022-09-24 18:30,2022-11-11 18:30,medium
5270,2022-11-11 07:56,2022-11-24 10:01,compact
5271,2022-09-27 07:51,2022-11-24 12:18,full-size
5272,2022-10-21 16:44,2022-11-16 11:24,compact
5273,2022-11-19 18:30,2022-11-19 18:30,medium
5274,2022-09-27 07:01,2022-11-17 16:59,compact
5275,2022-09-11 18:30,2022-10-04 15:21,medium
5276,2022-09-12 07:51,2022-10-30 13:31,medium
5277,2022-10-15 07:48,2022-10-15 07:48,full-size
5278,2022-09-19 18:27,2022-10-05 18:01,compact
5279,2022-09-22 18:30,2022-10-09 14:28,full-size
5280,2022-11-21 11:21,2022-11-29 07:28,medium
5281,2022-11-13 10:52,2022-11-18 17:27,class 2 truck
5282,2022-09-22 07:05,2022-11-06 18:30,class 2 truck
5283,2022-10-05 07:57,2022-10-05 07:57,compact
5284,2022-09-12 18:22,2022-11-28 07:23,class 1 truck
5285,2022-09-09 08:09,2022-11-21 08:52,full-size
5286,2022-09-03 09:18,2022-10-05 14:02,class 1 truck
5287,2022-09-16 18:09,2022-11-03 10:07,compact
5288,2022-10-08 16:59,2022-10-08 16:59,medium
5289,2022-10-05 18:30,2022-10-05 18:30,class 2 truck
5290,2022-11-02 13:57,2022-11-08 14:54,class 2 truck
5291,2022-10-02 17:32,2022-11-16 18:30,class 1 truck
5292,2022-10-18 17:24,2022-11-12 18:18,class 2 truck
5293,2022-09-20 07:21,2022-10-13 08:34,medium
5294,2022-09-06 16:42,2022-11-01 18:24,class 1 truck
5295,2022-09-26 09:01,2022-11-03 12:37,full-size
5296,2022-10-05 07:00,2022-10-26 18:30,compact
5297,2022-10-28 12:48,2022-11-22 07:55,medium
5298,2022-09-09 18:30,2022-11-02 07:19,class 2 truck
5299,2022-11-17 18:30,2022-11-17 18:30,full-size
5300,2022-10-08 10:21,2022-11-19 07:20,class 2 truck
5301,2022-09-09 07:10,2022-11-06 10:25,class 1 truck
5302,2022-09-06 18:30,2022-10-07 17:44,compact
5303,2022-10-21 16:28,2022-10-21 16:28,class 2 truck
5304,2022-11-01 07:53,2022-11-13 09:21,class 1 truck
5305,2022-10-01 07:24,2022-11-07 18:29,class 2 truck
5306,2022-10-22 18:15,2022-10-22 18:15,medium
5307,2022-10-03 18:04,2022-11-04 10:17,compact
5308,2022-11-17 17:58,2022-11-17 17:58,full-size
5309,2022-10-09 17:20,2022-11-17 18:07,full-size
5310,2022-11-06 18:30,2022-11-27 07:47,full-size
5311,2022-09-16 10:28,2022-10-13 07:58,full-size
5312,2022-10-22 15:51,2022-11-20 07:54,compact
5313,2022-10-31 07:29,2022-10-31 07:29,medium
5314,2022-09-08 17:57,2022-10-14 09:37,full-size
5315,2022-11-07 17:47,2022-11-20 18:00,medium
5316,2022-11-16 10:44,2022-11-27 15:56,compact
5317,2022-09-13 07:42,2022-10-07 17:39,class 2 truck
5318,2022-11-02 16:41,2022-11-24 07:36,class 1 truck
5319,2022-11-23 15:04,2022-11-23 15:04,full-size
5320,2022-11-05 18:30,2022-11-05 18:30,full-size
5321,2022-10-11 13:32,2022-10-11 16:12,full-size
5322,2022-11-13 07:15,2022-11-13 07:15,class 1 truck
5323,2022-10-09 07:24,2022-10-09 07:24,class 2 truck
5324,2022-10-26 18:26,2022-11-07 18:30,class 1 truck
5325,2022-11-11 15:39,2022-11-27 12:20,full-size
5326,2022-09-22 07:23,2022-11-09 07:27,full-size
5327,2022-10-02 17:15,2022-10-02 17:15,class 2 truck
5328,2022-11-28 07:35,2022-11-28 17:41,full-size
5329,2022-10-09 18:12,2022-10-13 18:17,class 1 truck
5330,2022-10-19 18:14,2022-11-12 10:02,class 2 truck
5331,2022-10-02 18:26,2022-11-29 07:53,full-size
5332,2022-11-21 07:15,2022-11-21 07:15,full-size
5333,2022-11-04 18:30,2022-11-07 12:39,compact
5334,2022-09-12 16:27,2022-10-10 09:07,compact
5335,2022-09-21 07:06,2022-11-30 17:53,class 2 truck
5336,2022-09-14 07:16,2022-11-16 07:31,compact
5337,2022-11-26 15:26,2022-11-26 15:26,compact
5338,2022-09-16 07:17,2022-11-07 07:07,class 2 truck
5339,2022-10-24 10:24,2022-11-14 15:56,full-size
5340,2022-09-30 12:05,2022-10-02 18:30,class 2 truck
5341,2022-10-05 07:00,2022-11-09 14:21,full-size
5342,2022-11-24 07:55,2022-11-24 07:55,compact
5343,2022-11-24 17:18,2022-11-26 10:02,full-size
5344,2022-10-25 07:25,2022-10-31 07:14,class 1 truck
5345,2022-09-09 07:39,2022-11-01 18:25,compact
5346,2022-09-19 18:30,2022-11-12 18:30,class 2 truck
5347,2022-09-21 07:45,2022-10-23 08:56,compact
5348,2022-11-22 10:26,2022-11-22 15:48,class 1 truck
5349,2022-11-22 18:30,2022-11-27 08:30,class 2 truck
5350,2022-11-29 07:54,2022-11-29 07:54,medium
5351,2022-11-25 10:22,2022-11-28 07:20,class 2 truck
5352,2022-10-30 18:30,2022-11-12 16:25,class 1 truck
5353,2022-10-06 11:49,2022-10-06 11:49,compact
5354,2022-09-06 18:30,2022-11-19 07:07,compact
5355,2022-10-14 16:56,2022-10-23 07:43,full-size
5356,2022-11-23 08:13,2022-11-26 07:28,medium
5357,2022-10-05 18:30,2022-11-11 15:29,class 1 truck
5358,2022-11-25 07:09,2022-11-25 07:09,compact
5359,2022-11-09 10:04,2022-11-09 10:04,class 2 truck
5360,2022-09-11 18:30,2022-10-14 14:09,full-size
5361,2022-09-08 07:18,2022-10-27 07:07,full-size
5362,2022-09-27 09:51,2022-11-24 17:04,medium
5363,2022-10-06 08:32,2022-11-16 14:25,medium
5364,2022-11-10 15:58,2022-11-10 15:58,class 2 truck
5365,2022-10-30 16:34,2022-11-10 18:27,compact
5366,2022-11-11 15:06,2022-11-21 16:26,class 2 truck
5367,2022-09-01 11:58,2022-11-04 07:53,class 2 truck
5368,2022-09-26 17:00,2022-11-10 07:56,full-size
5369,2022-10-21 18:28,2022-10-29 07:36,class 2 truck
5370,2022-11-29 16:40,2022-11-30 12:35,class 1 truck
5371,2022-09-16 12:10,2022-10-04 07:29,class 2 truck
5372,2022-10-06 07:32,2022-11-24 07:24,full-size
5373,2022-09-12 08:03,2022-10-10 17:19,class 2 truck
5374,2022-11-08 07:36,2022-11-27 07:49,medium
5375,2022-10-21 07:59,2022-10-21 07:59,class 2 truck
5376,2022-11-07 10:43,2022-11-11 18:16,full-size
5377,2022-09-07 18:29,2022-10-23 09:33,medium
5378,2022-11-24 12:21,2022-11-25 18:22,medium
5379,2022-09-03 11:06,2022-11-18 18:30,full-size
5380,2022-10-09 07:14,2022-11-04 13:27,medium
5381,2022-11-22 17:35,2022-11-22 17:35,class 2 truck
5382,2022-09-25 07:58,2022-10-27 18:16,full-size
5383,2022-10-13 13:38,2022-10-13 13:38,medium
5384,2022-09-25 14:30,2022-10-03 14:07,compact
5385,2022-10-13 15:00,2022-10-26 12:20,compact
5386,2022-10-14 07:03,2022-11-05 09:12,compact
5387,2022-09-08 15:45,2022-10-29 18:30,medium
5388,2022-11-16 07:12,2022-11-17 17:25,compact
5389,2022-09-13 07:44,2022-11-30 07:33,compact
5390,2022-10-18 15:57,2022-11-21 07:54,class 1 truck
5391,2022-11-11 14:56,2022-11-11 14:56,medium
5392,2022-10-26 07:30,2022-11-15 18:30,compact
5393,2022-11-23 08:04,2022-11-26 18:29,class 2 truck
5394,2022-09-12 08:55,2022-11-24 13:35,class 2 truck
5395,2022-11-22 09:14,2022-11-24 18:30,medium
5396,2022-09-02 07:22,2022-11-28 18:30,full-size
5397,2022-11-02 07:31,2022-11-09 07:56,full-size
5398,2022-09-03 09:26,2022-11-01 17:40,compact
5399,2022-10-09 15:23,2022-10-09 15:23,class 2 truck
5400,2022-10-30 07:27,2022-11-05 14:29,class 2 truck
5401,2022-11-29 07:26,2022-11-29 07:26,medium
5402,2022-10-28 07:10,2022-11-19 07:58,full-size
5403,2022-09-17 07:33,2022-11-09 18:30,medium
5404,2022-10-01 07:14,2022-10-28 18:30,full-size
5405,2022-10-03 18:30,2022-10-03 18:30,full-size
5406,2022-11-04 07:01,2022-11-11 08:27,full-size
5407,2022-11-21 07:59,2022-11-24 13:18,class 1 truck
5408,2022-10-06 08:42,2022-11-14 07:53,class 2 truck
5409,2022-09-07 18:30,2022-11-03 18:23,class 1 truck
5410,2022-10-16 18:08,2022-10-17 12:30,class 1 truck
5411,2022-09-28 14:36,2022-11-18 07:53,full-size
5412,2022-09-08 09:30,2022-11-10 18:30,class 1 truck
5413,2022-11-13 07:03,2022-11-22 11:25,full-size
5414,2022-09-10 12:38,2022-11-18 07:09,full-size
5415,2022-10-05 18:30,2022-10-15 18:08,class 1 truck
5416,2022-09-19 11:48,2022-11-03 07:45,compact
5417,2022-09-03 08:20,2022-10-31 13:52,compact
5418,2022-11-15 12:54,2022-11-18 18:26,class 2 truck
5419,2022-10-27 18:30,2022-11-10 07:50,class 2 truck
5420,2022-11-07 18:30,2022-11-07 18:30,compact
5421,2022-10-29 07:08,2022-11-14 07:17,medium
5422,2022-09-18 07:55,2022-11-25 09:30,class 1 truck
5423,2022-11-26 14:25,2022-11-26 14:25,medium
5424,2022-11-11 18:30,2022-11-16 07:26,medium
5425,2022-11-20 18:04,2022-11-22 18:30,full-size
5426,2022-10-01 18:30,2022-10-27 07:32,class 2 truck
5427,2022-11-12 15:52,2022-11-12 15:52,class 2 truck
5428,2022-11-26 08:15,2022-11-28 08:29,medium
5429,2022-09-12 18:04,2022-11-12 07:12,class 1 truck
5430,2022-11-11 07:01,2022-11-12 07:01,full-size
5431,2022-11-27 07:25,2022-11-29 07:30,class 1 truck
5432,2022-11-12 07:10,2022-11-12 07:10,class 2 truck
5433,2022-09-25 18:30,2022-10-12 07:50,class 2 truck
5434,2022-11-19 07:11,2022-11-25 08:09,class 1 truck
5435,2022-10-04 07:05,2022-11-23 15:47,medium
5436,2022-09-27 13:02,2022-10-03 07:35,medium
5437,2022-10-18 07:53,2022-10-18 07:53,medium
5438,2022-11-25 12:48,2022-11-25 12:48,medium
5439,2022-09-29 08:58,2022-11-02 11:26,class 1 truck
5440,2022-09-09 18:30,2022-10-29 07:20,class 2 truck
5441,2022-10-18 07:47,2022-10-25 18:03,compact
5442,2022-09-04 18:07,2022-10-11 17:47,class 1 truck
5443,2022-09-06 07:24,2022-11-24 18:08,medium
5444,2022-11-23 07:31,2022-11-30 07:23,compact
5445,2022-09-24 13:01,2022-10-03 14:39,compact
5446,2022-09-03 07:18,2022-11-02 07:42,class 2 truck
5447,2022-09-21 10:44,2022-11-20 07:52,full-size
5448,2022-11-26 07:42,2022-11-30 08:55,class 1 truck
5449,2022-11-28 07:46,2022-11-30 12:33,class 1 truck
5450,2022-09-20 07:16,2022-11-05 07:16,class 2 truck
5451,2022-10-25 07:43,2022-11-16 13:25,medium
5452,2022-11-20 18:06,2022-11-20 18:06,compact
5453,2022-10-03 07:04,2022-11-18 14:51,compact
5454,2022-11-03 07:33,2022-11-05 07:59,class 2 truck
5455,2022-09-08 07:07,2022-10-26 18:26,class 1 truck
5456,2022-11-08 07:02,2022-11-15 18:30,medium
5457,2022-10-31 18:19,2022-11-15 07:16,class 1 truck
5458,2022-10-19 07:56,2022-10-19 07:56,class 2 truck
5459,2022-11-10 16:06,2022-11-10 16:06,compact
5460,2022-11-17 07:22,2022-11-23 10:16,compact
5461,2022-11-18 18:15,2022-11-23 09:42,class 1 truck
5462,2022-10-24 18:30,2022-11-28 07:31,class 2 truck
5463,2022-11-21 07:37,2022-11-25 11:07,medium
5464,2022-11-16 12:50,2022-11-16 12:50,compact
5465,2022-11-08 07:19,2022-11-11 18:30,full-size
5466,2022-11-17 10:20,2022-11-21 18:30,class 2 truck
5467,2022-11-21 07:36,2022-11-21 07:36,compact
5468,2022-09-17 16:51,2022-11-24 18:16,compact
5469,2022-11-12 07:32,2022-11-28 07:53,class 1 truck
5470,2022-10-13 07:45,2022-10-13 07:45,medium
5471,2022-11-05 09:57,2022-11-05 09:57,medium
5472,2022-11-17 07:44,2022-11-21 07:19,class 1 truck
5473,2022-09-20 07:11,2022-10-05 18:30,class 1 truck
5474,2022-09-01 18:30,2022-11-29 16:59,class 1 truck
5475,2022-09-23 11:22,2022-11-18 07:48,class 2 truck
5476,2022-10-05 07:35,2022-10-31 07:13,compact
5477,2022-09-07 18:30,2022-10-17 08:59,compact
5478,2022-11-26 12:45,2022-11-26 12:45,medium
5479,2022-09-22 09:14,2022-11-16 07:32,medium
5480,2022-11-01 12:23,2022-11-28 14:01,class 1 truck
5481,2022-10-22 18:22,2022-10-22 18:22,medium
5482,2022-11-05 08:50,2022-11-05 18:30,medium
5483,2022-09-09 07:39,2022-10-16 07:09,full-size
5484,2022-09-01 07:09,2022-11-10 07:44,class 2 truck
5485,2022-10-10 15:58,2022-10-25 07:21,full-size
5486,2022-11-22 18:30,2022-11-26 07:54,compact
5487,2022-10-11 08:17,2022-10-11 08:17,class 1 truck
5488,2022-10-18 07:11,2022-10-21 07:11,compact
5489,2022-10-11 18:27,2022-10-22 13:04,full-size
5490,2022-11-14 07:29,2022-11-30 09:45,class 2 truck
5491,2022-11-12 07:39,2022-11-26 18:15,class 1 truck
5492,2022-09-13 18:30,2022-10-23 18:30,full-size
5493,2022-10-21 07:39,2022-10-21 07:39,class 2 truck
5494,2022-10-04 07:37,2022-10-26 18:30,class 2 truck
5495,2022-11-23 15:27,2022-11-29 07:37,class 1 truck
5496,2022-11-10 07:16,2022-11-11 18:30,medium
5497,2022-11-18 17:29,2022-11-18 17:29,medium
5498,2022-11-28 18:08,2022-11-28 18:08,class 1 truck
5499,2022-10-03 15:42,2022-10-03 15:42,class 2 truck
5500,2022-09-01 08:46,2022-10-12 07:50,class 2 truck
5501,2022-09-24 07:49,2022-11-06 18:30,class 1 truck
5502,2022-09-15 18:30,2022-10-24 18:18,compact
5503,2022-11-20 14:58,2022-11-20 14:58,compact
5504,2022-10-31 17:36,2022-10-31 17:36,full-size
5505,2022-10-17 07:59,2022-10-26 07:30,class 2 truck
5506,2022-10-23 07:27,2022-11-18 18:30,full-size
5507,2022-09-14 07:55,2022-10-23 07:08,compact
5508,2022-10-08 18:30,2022-10-25 18:30,full-size
5509,2022-10-29 07:20,2022-11-21 07:38,medium
5510,2022-09-14 10:53,2022-10-22 07:57,medium
5511,2022-09-04 13:43,2022-10-26 07:27,full-size
5512,2022-11-30 07:24,2022-11-30 07:24,class 1 truck
5513,2022-09-11 11:42,2022-10-15 08:32,full-size
5514,2022-09-14 10:04,2022-11-14 17:00,medium
5515,2022-10-25 07:43,2022-10-25 07:43,full-size
5516,2022-09-29 08:16,2022-11-05 18:28,class 1 truck
5517,2022-11-14 16:34,2022-11-14 16:34,medium
5518,2022-11-08 07:52,2022-11-10 13:47,medium
5519,2022-11-08 15:57,2022-11-08 15:57,compact
5520,2022-10-24 17:29,2022-11-05 07:30,compact
5521,2022-11-27 09:27,2022-11-29 07:56,class 2 truck
5522,2022-09-25 11:25,2022-11-13 07:06,medium
5523,2022-09-05 07:54,2022-10-31 18:30,compact
5524,2022-11-10 07:09,2022-11-18 10:39,class 1 truck
5525,2022-09-14 18:30,2022-10-07 18:21,class 1 truck
5526,2022-10-13 07:42,2022-10-15 07:52,medium
5527,2022-09-17 14:04,2022-11-20 07:12,full-size
5528,2022-09-04 18:14,2022-11-07 12:50,compact
5529,2022-10-13 07:41,2022-11-17 18:30,class 2 truck
5530,2022-10-01 07:48,2022-11-03 15:09,class 2 truck
5531,2022-09-04 08:34,2022-10-05 07:59,compact
5532,2022-09-18 07:05,2022-10-22 18:25,class 1 truck
5533,2022-10-25 16:01,2022-10-25 16:01,full-size
5534,2022-09-29 14:27,2022-11-06 10:13,compact
5535,2022-09-26 18:16,2022-11-25 07:10,full-size
5536,2022-09-14 07:01,2022-11-06 13:45,full-size
5537,2022-09-03 18:11,2022-11-25 18:29,class 1 truck
5538,2022-11-23 07:39,2022-11-23 07:39,medium
5539,2022-11-19 07:27,2022-11-28 07:19,class 2 truck
5540,2022-11-29 07:39,2022-11-29 17:28,medium
5541,2022-11-04 07:00,2022-11-09 18:30,compact
5542,2022-09-04 07:26,2022-11-08 13:01,class 2 truck
5543,2022-11-11 07:38,2022-11-14 15:00,class 1 truck
5544,2022-09-01 13:07,2022-11-01 18:20,medium
5545,2022-09-16 07:06,2022-11-13 14:21,class 1 truck
5546,2022-09-18 07:37,2022-10-10 18:11,compact
5547,2022-11-11 07:21,2022-11-11 07:21,full-size
5548,2022-11-06 16:11,2022-11-06 16:11,medium
5549,2022-11-17 11:00,2022-11-29 16:00,compact
5550,2022-09-18 09:57,2022-10-21 07:48,compact
5551,2022-11-15 15:12,2022-11-25 07:09,compact
5552,2022-10-31 07:01,2022-11-07 08:18,class 1 truck
5553,2022-09-16 18:15,2022-10-22 18:30,full-size
5554,2022-10-08 18:30,2022-10-08 18:30,class 2 truck
5555,2022-09-20 07:35,2022-10-09 17:24,medium
5556,2022-09-19 07:45,2022-10-04 08:02,compact
5557,2022-11-16 12:23,2022-11-16 12:23,full-size
5558,2022-10-30 16:10,2022-11-10 18:30,medium
5559,2022-09-21 11:29,2022-10-15 18:30,compact
5560,2022-11-27 13:40,2022-11-27 13:40,compact
5561,2022-09-02 07:35,2022-11-10 12:48,compact
5562,2022-11-11 09:53,2022-11-11 09:53,class 2 truck
5563,2022-10-31 15:04,2022-11-27 18:30,compact
5564,2022-11-20 07:24,2022-11-20 07:24,full-size
5565,2022-09-30 07:09,2022-10-12 10:35,class 1 truck
5566,2022-09-22 18:26,2022-10-28 07:40,class 1 truck
5567,2022-09-09 07:32,2022-10-19 11:04,class 2 truck
5568,2022-09-18 10:54,2022-11-09 08:26,class 2 truck
5569,2022-09-19 07:38,2022-10-22 07:21,compact
5570,2022-11-29 07:23,2022-11-29 07:23,class 1 truck
5571,2022-11-02 07:47,2022-11-28 18:25,class 1 truck
5572,2022-09-06 07:42,2022-10-01 12:10,medium
5573,2022-11-24 11:21,2022-11-26 09:08,compact
5574,2022-10-12 07:56,2022-11-10 07:52,class 2 truck
5575,2022-09-05 08:46,2022-10-28 07:51,medium
5576,2022-09-08 18:07,2022-11-15 18:15,class 1 truck
5577,2022-11-05 10:40,2022-11-14 15:09,full-size
5578,2022-09-24 07:03,2022-11-02 08:10,class 1 truck
5579,2022-09-12 07:44,2022-11-02 18:16,compact
5580,2022-10-02 18:21,2022-10-03 07:32,full-size
5581,2022-11-27 07:01,2022-11-27 07:01,full-size
5582,2022-09-24 08:14,2022-10-01 18:30,compact
5583,2022-09-19 18:09,2022-10-30 18:24,medium
5584,2022-09-01 18:30,2022-10-31 16:55,medium
5585,2022-10-09 07:15,2022-10-09 07:15,medium
5586,2022-10-10 17:56,2022-10-10 17:56,class 2 truck
5587,2022-10-19 18:06,2022-11-11 08:31,class 2 truck
5588,2022-11-25 18:30,2022-11-30 07:43,compact
5589,2022-09-03 16:43,2022-10-25 17:04,medium
5590,2022-11-23 18:30,2022-11-24 18:10,medium
5591,2022-10-24 18:06,2022-10-24 18:06,class 1 truck
5592,2022-11-06 14:52,2022-11-25 10:17,compact
5593,2022-09-11 07:11,2022-10-22 07:11,compact
5594,2022-09-04 18:00,2022-10-17 07:49,class 1 truck
5595,2022-09-26 16:18,2022-10-22 07:01,full-size
5596,2022-09-20 10:43,2022-11-12 07:15,class 2 truck
5597,2022-10-01 08:44,2022-10-01 08:44,medium
